# Spice subsumption cohort manifest
# recorded_at=2026-07-16
# suite_tests=2249
# analyzed_test_contexts=1421
# production_files=159
# suite_without_analyzed_context=828
# findings=316
# cohorts=239
status	cohort_id	relation	candidate_count	representative
deferred	strict-subset-d5e901d21a5a	strict-subset	1	tests/test_taskdocrefusals.py::test_family_ambiguity_names_the_colliding_handles_before_any_write
deferred	strict-subset-1f38d99baad5	strict-subset	1	tests/test_taskdocrefusals.py::test_missing_project_refuses_before_any_write
deferred	strict-subset-37de115e41b2	strict-subset	1	tests/test_taskdocwarnings.py::test_warning_fires_without_changing_graph[field-repeat]
deferred	strict-subset-85e09e353930	strict-subset	1	tests/test_taskdocwarnings.py::test_warning_fires_without_changing_graph[ordered-start]
deferred	strict-subset-8989db592301	strict-subset	1	tests/test_taskdocwarnings.py::test_warning_fires_without_changing_graph[unclosed-frontmatter]
deferred	strict-subset-1d57a73817bc	strict-subset	1	tests/test_taskdocwarnings.py::test_warning_matrix_covers_the_documented_codes
deferred	strict-subset-94386868e6cd	strict-subset	1	tests/test_taskdrain.py::test_drain_phase_boundary_sees_configured_assignable_stem
deferred	strict-subset-6d37af7c7f4b	strict-subset	1	tests/test_taskflow.py::test_plan_only_done_requires_accepted_child_despite_parent_acceptance
deferred	strict-subset-0190c0108d32	strict-subset	1	tests/test_taskflow.py::test_plan_phase_done_allows_clean_baseline_fast_forward
deferred	strict-subset-bd71831176eb	strict-subset	1	tests/test_taskflow.py::test_task_add_claim_refuses_dirty_tree_without_creating_task
deferred	strict-subset-a07d80004cf8	strict-subset	1	tests/test_taskflow.py::test_task_capture_parser_accepts_done_with_validation
deferred	strict-subset-c4e2b76709e5	strict-subset	1	tests/test_taskflow.py::test_task_done_advances_when_learning_judge_is_unavailable
deferred	strict-subset-82972adecc34	strict-subset	1	tests/test_taskflow.py::test_task_done_deleted_claim_points_to_recovery_paths
deferred	strict-subset-ccaef4aa3323	strict-subset	1	tests/test_taskguidance.py::test_task_done_and_review_outputs_keep_draining_guidance[Drive]
deferred	strict-subset-991da44da73f	strict-subset	1	tests/test_taskorigin.py::test_assignable_creation_without_origin_or_claim_fails
deferred	strict-subset-cc9c6e251427	strict-subset	1	tests/test_taskorigin.py::test_batch_origin_field_round_trips
deferred	strict-subset-cc46b965f1f7	strict-subset	1	tests/test_taskorigin.py::test_origin_is_universal_across_private_and_hidden_projects
deferred	strict-subset-3839d9d7ec06	strict-subset	1	tests/test_taskprivate.py::test_private_task_creation_blocked_for_teamless_actor
deferred	strict-subset-0cf8e1d3f141	strict-subset	1	tests/test_taskrouting.py::test_delete_gcs_empty_auto_create_filter_after_project_subtree_empties
deferred	strict-subset-2c3bc9790476	strict-subset	1	tests/test_taskrouting.py::test_manual_claim_skips_private_project_subscription
deferred	strict-subset-569c27ff6b72	strict-subset	1	tests/test_taskrouting.py::test_steer_next_task_ignores_auto_subscriptions_but_honors_pins
deferred	strict-subset-f305860b8294	strict-subset	1	tests/test_taskrouting.py::test_teamless_task_creation_routes_creator_without_team_subscription
deferred	strict-subset-db99c3a9c1f8	strict-subset	1	tests/test_tasks.py::test_drive_wake_auto_subscribes_woken_project
deferred	strict-subset-d1c4558cac0a	strict-subset	1	tests/test_tasks.py::test_task_depends_not_after_clears_dangling_edge_after_dependency_deleted
deferred	strict-subset-ce55c535b902	strict-subset	1	tests/test_tasks.py::test_task_wake_into_rejects_hidden_or_malformed_target_and_keeps_wait
deferred	strict-subset-35435ffd5abe	strict-subset	1	tests/test_tasks.py::test_unclean_review_requires_followup_tracking
deferred	strict-subset-d75dd778ed54	strict-subset	1	tests/test_taskwordingreview.py::test_review_followup_suspect_wording_routes_without_claiming
deferred	strict-subset-3a39e7e03c35	strict-subset	1	tests/test_taskwordingreview.py::test_task_show_renders_suspect_wording_policy_and_clear_step
deferred	strict-subset-bd9dfdc9f0ec	strict-subset	1	tests/test_teams.py::test_team_command_service_replaces_membership_without_rewriting_sources
deferred	strict-subset-a1fcf4734585	strict-subset	1	tests/test_topdoctor.py::test_doctor_rolls_up_ok_when_every_subsystem_is_clean
deferred	strict-subset-8b4e8b1c0ee8	strict-subset	1	tests/test_topdoctor.py::test_render_doctor_text_matches_the_report_body
